Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Newtown (NSW),2012-08-17 13:00:00 +1000,683.384,20.497,16.9,3.08
Newtown (NSW),2012-08-17 14:00:00 +1000,111.112,18.197,14.5,0.45
Newtown (NSW),2012-08-17 15:00:00 +1000,319.868,16.231,13.7,1.45
Newtown (NSW),2012-08-17 16:00:00 +1000,99.344,15.678,14.2,0.41
Newtown (NSW),2012-08-17 17:00:00 +1000,67.934,15.772,14.0,1.09
Newtown (NSW),2012-08-17 18:00:00 +1000,0.0,15.461,13.3,0.0
Newtown (NSW),2012-08-17 19:00:00 +1000,0.0,14.821,12.7,
Newtown (NSW),2012-08-17 20:00:00 +1000,0.0,14.575,11.9,
Newtown (NSW),2012-08-17 21:00:00 +1000,0.0,14.468,11.8,
Newtown (NSW),2012-08-17 22:00:00 +1000,0.0,13.868,11.1,
Newtown (NSW),2012-08-17 23:00:00 +1000,0.0,13.641,10.8,
