Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Newtown (NSW),2021-02-08 23:00:00 +1000,0.02,0.0,19.6,
Newtown (NSW),2021-02-09 00:00:00 +1000,0.05,0.0,19.6,
Newtown (NSW),2021-02-09 01:00:00 +1000,0.0,0.0,19.8,
Newtown (NSW),2021-02-09 02:00:00 +1000,0.0,0.0,19.5,
Newtown (NSW),2021-02-09 03:00:00 +1000,0.0,0.0,19.2,
Newtown (NSW),2021-02-09 04:00:00 +1000,0.02,0.0,19.4,
Newtown (NSW),2021-02-09 05:00:00 +1000,0.0,0.0,19.5,
Newtown (NSW),2021-02-09 06:00:00 +1000,3.05,0.0,19.3,0.001
Newtown (NSW),2021-02-09 07:00:00 +1000,71.46,0.0,20.5,0.24
Newtown (NSW),2021-02-09 08:00:00 +1000,171.16,0.0,21.6,0.651
Newtown (NSW),2021-02-09 09:00:00 +1000,221.73,0.0,22.3,0.858
Newtown (NSW),2021-02-09 10:00:00 +1000,474.61,0.0,23.4,1.734
Newtown (NSW),2021-02-09 11:00:00 +1000,370.49,0.0,22.6,1.495
Newtown (NSW),2021-02-09 12:00:00 +1000,506.44,0.0,23.9,2.06
Newtown (NSW),2021-02-09 13:00:00 +1000,711.61,0.0,24.4,2.869
Newtown (NSW),2021-02-09 14:00:00 +1000,813.46,0.0,23.5,3.263
Newtown (NSW),2021-02-09 15:00:00 +1000,739.07,0.0,23.6,3.025
Newtown (NSW),2021-02-09 16:00:00 +1000,704.57,0.0,22.4,2.967
Newtown (NSW),2021-02-09 17:00:00 +1000,339.87,0.0,21.8,1.45
Newtown (NSW),2021-02-09 18:00:00 +1000,144.68,0.0,21.3,0.596
Newtown (NSW),2021-02-09 19:00:00 +1000,30.63,0.0,20.4,0.069
Newtown (NSW),2021-02-09 20:00:00 +1000,0.86,0.0,19.9,0.0
Newtown (NSW),2021-02-09 21:00:00 +1000,0.0,0.0,19.8,
Newtown (NSW),2021-02-09 22:00:00 +1000,0.0,0.0,19.2,
Newtown (NSW),2021-02-09 23:00:00 +1000,0.0,0.0,18.6,
Newtown (NSW),2021-02-10 00:00:00 +1000,0.0,0.0,18.4,
Newtown (NSW),2021-02-10 01:00:00 +1000,0.04,0.0,18.0,
