Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Newtown (NSW),2015-11-26 09:00:00 +1000,489.75,30.62,33.7,2.335
Newtown (NSW),2015-11-26 10:00:00 +1000,639.82,32.21,35.0,3.078
Newtown (NSW),2015-11-26 11:00:00 +1000,839.31,33.59,35.6,3.72
Newtown (NSW),2015-11-26 12:00:00 +1000,914.78,34.56,37.0,3.959
Newtown (NSW),2015-11-26 13:00:00 +1000,916.03,35.9,37.0,3.937
Newtown (NSW),2015-11-26 14:00:00 +1000,865.2,36.27,36.0,3.788
Newtown (NSW),2015-11-26 15:00:00 +1000,703.67,35.7,34.0,3.157
Newtown (NSW),2015-11-26 16:00:00 +1000,225.86,33.97,32.3,1.028
Newtown (NSW),2015-11-26 17:00:00 +1000,20.93,29.41,22.3,0.046
Newtown (NSW),2015-11-26 18:00:00 +1000,7.93,24.65,20.6,0.0
Newtown (NSW),2015-11-26 19:00:00 +1000,2.68,23.15,19.6,0.0
Newtown (NSW),2015-11-26 20:00:00 +1000,0.0,22.4,19.6,0.0
Newtown (NSW),2015-11-26 21:00:00 +1000,0.0,22.01,19.4,
Newtown (NSW),2015-11-26 22:00:00 +1000,0.0,21.61,19.2,
Newtown (NSW),2015-11-26 23:00:00 +1000,0.0,20.68,19.1,
Newtown (NSW),2015-11-27 00:00:00 +1000,0.0,21.48,18.1,
Newtown (NSW),2015-11-27 01:00:00 +1000,0.03,21.19,17.9,
Newtown (NSW),2015-11-27 02:00:00 +1000,0.0,21.18,18.1,
Newtown (NSW),2015-11-27 03:00:00 +1000,0.0,21.13,17.5,
Newtown (NSW),2015-11-27 04:00:00 +1000,0.0,21.83,17.5,
Newtown (NSW),2015-11-27 05:00:00 +1000,0.79,21.86,16.8,0.0
Newtown (NSW),2015-11-27 06:00:00 +1000,22.18,21.83,16.9,0.036
Newtown (NSW),2015-11-27 07:00:00 +1000,57.43,21.19,18.1,0.184
Newtown (NSW),2015-11-27 08:00:00 +1000,245.99,20.98,21.1,1.216
Newtown (NSW),2015-11-27 09:00:00 +1000,172.98,19.92,19.3,0.793
Newtown (NSW),2015-11-27 10:00:00 +1000,172.27,19.91,19.5,0.753
Newtown (NSW),2015-11-27 11:00:00 +1000,456.36,20.14,20.5,2.113
Newtown (NSW),2015-11-27 12:00:00 +1000,556.54,20.11,20.2,2.546
Newtown (NSW),2015-11-27 13:00:00 +1000,835.07,20.34,20.3,3.692
Newtown (NSW),2015-11-27 14:00:00 +1000,633.01,20.46,21.6,2.848
Newtown (NSW),2015-11-27 15:00:00 +1000,626.25,20.9,21.9,2.877
Newtown (NSW),2015-11-27 16:00:00 +1000,552.76,21.15,21.6,2.663
Newtown (NSW),2015-11-27 17:00:00 +1000,236.68,20.94,21.1,1.138
Newtown (NSW),2015-11-27 18:00:00 +1000,100.24,20.91,20.6,0.446
Newtown (NSW),2015-11-27 19:00:00 +1000,25.98,20.62,20.3,0.068
Newtown (NSW),2015-11-27 20:00:00 +1000,0.0,20.59,20.4,
Newtown (NSW),2015-11-27 21:00:00 +1000,0.0,20.6,20.3,
Newtown (NSW),2015-11-27 22:00:00 +1000,0.0,20.55,20.5,
Newtown (NSW),2015-11-27 23:00:00 +1000,0.0,21.36,20.5,
Newtown (NSW),2015-11-28 00:00:00 +1000,0.0,20.61,20.3,
Newtown (NSW),2015-11-28 01:00:00 +1000,0.0,20.54,20.3,
Newtown (NSW),2015-11-28 02:00:00 +1000,0.0,20.45,20.0,
Newtown (NSW),2015-11-28 03:00:00 +1000,0.0,20.29,20.1,
Newtown (NSW),2015-11-28 04:00:00 +1000,0.0,20.3,20.4,
Newtown (NSW),2015-11-28 05:00:00 +1000,0.47,20.44,20.5,0.0
Newtown (NSW),2015-11-28 06:00:00 +1000,20.92,20.56,20.7,0.046
Newtown (NSW),2015-11-28 07:00:00 +1000,75.08,20.66,21.0,0.278
Newtown (NSW),2015-11-28 08:00:00 +1000,134.73,20.8,21.5,0.558
Newtown (NSW),2015-11-28 09:00:00 +1000,317.44,21.12,22.5,1.441
Newtown (NSW),2015-11-28 10:00:00 +1000,397.92,21.56,22.8,1.805
Newtown (NSW),2015-11-28 11:00:00 +1000,499.38,21.95,22.7,2.284
Newtown (NSW),2015-11-28 12:00:00 +1000,277.72,21.96,22.8,1.23
Newtown (NSW),2015-11-28 13:00:00 +1000,334.03,21.94,23.3,1.5
Newtown (NSW),2015-11-28 14:00:00 +1000,320.46,22.05,22.5,1.444
Newtown (NSW),2015-11-28 15:00:00 +1000,348.3,22.26,22.6,1.582
Newtown (NSW),2015-11-28 16:00:00 +1000,219.53,22.03,22.5,0.971
Newtown (NSW),2015-11-28 17:00:00 +1000,114.63,21.89,22.2,0.457
Newtown (NSW),2015-11-28 18:00:00 +1000,70.54,21.75,21.8,0.248
Newtown (NSW),2015-11-28 19:00:00 +1000,20.14,21.54,20.7,0.046
Newtown (NSW),2015-11-28 20:00:00 +1000,0.03,21.02,20.9,
Newtown (NSW),2015-11-28 21:00:00 +1000,0.0,21.1,21.2,
Newtown (NSW),2015-11-28 22:00:00 +1000,0.0,21.29,21.4,
Newtown (NSW),2015-11-28 23:00:00 +1000,0.09,22.39,21.3,
Newtown (NSW),2015-11-29 00:00:00 +1000,0.0,21.26,20.2,
Newtown (NSW),2015-11-29 01:00:00 +1000,0.0,20.7,20.4,
Newtown (NSW),2015-11-29 02:00:00 +1000,0.0,20.6,20.4,
Newtown (NSW),2015-11-29 03:00:00 +1000,0.0,20.62,20.5,
Newtown (NSW),2015-11-29 04:00:00 +1000,0.0,20.66,20.8,
Newtown (NSW),2015-11-29 05:00:00 +1000,0.06,20.74,20.8,
Newtown (NSW),2015-11-29 06:00:00 +1000,19.44,20.73,20.8,0.045
Newtown (NSW),2015-11-29 07:00:00 +1000,45.86,20.78,21.0,0.138
Newtown (NSW),2015-11-29 08:00:00 +1000,175.51,20.97,21.1,0.755
Newtown (NSW),2015-11-29 09:00:00 +1000,274.77,21.25,22.2,1.238
Newtown (NSW),2015-11-29 10:00:00 +1000,207.87,21.58,22.5,0.898
Newtown (NSW),2015-11-29 11:00:00 +1000,331.61,21.93,22.6,1.492
Newtown (NSW),2015-11-29 12:00:00 +1000,589.46,22.51,24.0,2.59
Newtown (NSW),2015-11-29 13:00:00 +1000,960.05,23.13,25.3,4.132
Newtown (NSW),2015-11-29 14:00:00 +1000,888.16,23.54,25.1,3.892
Newtown (NSW),2015-11-29 15:00:00 +1000,732.67,23.82,25.7,3.172
Newtown (NSW),2015-11-29 16:00:00 +1000,560.83,23.88,24.4,2.633
Newtown (NSW),2015-11-29 17:00:00 +1000,343.4,23.6,23.6,1.724
Newtown (NSW),2015-11-29 18:00:00 +1000,125.97,23.32,22.5,0.635
Newtown (NSW),2015-11-29 19:00:00 +1000,27.69,22.68,21.9,0.069
Newtown (NSW),2015-11-29 20:00:00 +1000,0.54,22.21,21.7,0.0
Newtown (NSW),2015-11-29 21:00:00 +1000,0.01,21.96,21.5,
Newtown (NSW),2015-11-29 22:00:00 +1000,0.02,22.09,21.0,
Newtown (NSW),2015-11-29 23:00:00 +1000,0.01,22.97,20.8,
Newtown (NSW),2015-11-30 00:00:00 +1000,0.05,22.35,21.3,
Newtown (NSW),2015-11-30 01:00:00 +1000,0.04,21.2,19.2,
Newtown (NSW),2015-11-30 02:00:00 +1000,0.22,20.49,19.1,
Newtown (NSW),2015-11-30 03:00:00 +1000,0.12,20.23,18.9,
Newtown (NSW),2015-11-30 04:00:00 +1000,0.08,20.28,18.5,
Newtown (NSW),2015-11-30 05:00:00 +1000,0.66,20.51,18.5,0.0
Newtown (NSW),2015-11-30 06:00:00 +1000,29.3,20.31,19.0,0.068
Newtown (NSW),2015-11-30 07:00:00 +1000,87.55,20.03,20.3,0.344
Newtown (NSW),2015-11-30 08:00:00 +1000,167.51,20.43,21.1,0.738
Newtown (NSW),2015-11-30 09:00:00 +1000,439.03,21.19,23.1,2.082
Newtown (NSW),2015-11-30 10:00:00 +1000,654.31,22.36,24.7,3.237
Newtown (NSW),2015-11-30 11:00:00 +1000,844.13,24.29,23.5,3.742
Newtown (NSW),2015-11-30 12:00:00 +1000,933.5,24.05,24.2,3.78
Newtown (NSW),2015-11-30 13:00:00 +1000,951.15,24.04,24.2,4.124
Newtown (NSW),2015-11-30 14:00:00 +1000,898.31,24.07,23.8,3.957
Newtown (NSW),2015-11-30 15:00:00 +1000,775.39,23.92,23.8,3.517
Newtown (NSW),2015-11-30 16:00:00 +1000,588.38,23.46,23.7,2.793
Newtown (NSW),2015-11-30 17:00:00 +1000,347.52,23.19,23.2,1.769
Newtown (NSW),2015-11-30 18:00:00 +1000,120.45,23.0,23.0,0.635
Newtown (NSW),2015-11-30 19:00:00 +1000,25.59,23.21,22.1,0.061
Newtown (NSW),2015-11-30 20:00:00 +1000,0.58,22.74,22.2,0.0
Newtown (NSW),2015-11-30 21:00:00 +1000,0.01,22.67,22.4,
Newtown (NSW),2015-11-30 22:00:00 +1000,0.0,22.85,22.2,
