Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Sutherland (NSW),2014-04-05 22:00:00 +1000,0.0,18.932,18.7,
Sutherland (NSW),2014-04-06 00:00:00 +1000,0.0,18.889,17.7,
Sutherland (NSW),2014-04-06 01:00:00 +1000,0.0,18.639,17.8,
Sutherland (NSW),2014-04-06 03:00:00 +1000,0.0,18.3,16.4,
Sutherland (NSW),2014-04-06 04:00:00 +1000,0.0,17.732,16.4,
Sutherland (NSW),2014-04-06 05:00:00 +1000,0.0,17.411,16.6,
Sutherland (NSW),2014-04-06 06:00:00 +1000,0.0,17.376,16.9,
Sutherland (NSW),2014-04-06 07:00:00 +1000,2.172,17.611,19.2,0.0
Sutherland (NSW),2014-04-06 08:00:00 +1000,284.899,18.058,21.1,1.474
Sutherland (NSW),2014-04-06 09:00:00 +1000,404.733,18.892,22.2,1.961
Sutherland (NSW),2014-04-06 10:00:00 +1000,690.846,20.055,22.2,3.323
Sutherland (NSW),2014-04-06 11:00:00 +1000,513.486,20.265,20.6,2.396
Sutherland (NSW),2014-04-06 12:00:00 +1000,299.304,20.294,20.5,1.506
Sutherland (NSW),2014-04-06 13:00:00 +1000,425.11,19.327,18.6,1.865
Sutherland (NSW),2014-04-06 14:00:00 +1000,271.235,19.21,19.0,0.541
Sutherland (NSW),2014-04-06 15:00:00 +1000,157.812,18.945,18.0,1.099
Sutherland (NSW),2014-04-06 16:00:00 +1000,77.819,18.314,18.3,0.322
Sutherland (NSW),2014-04-06 17:00:00 +1000,64.617,17.769,18.2,0.261
Sutherland (NSW),2014-04-06 18:00:00 +1000,22.218,18.205,17.9,0.0
Sutherland (NSW),2014-04-06 19:00:00 +1000,0.182,18.382,18.1,0.0
Sutherland (NSW),2014-04-06 20:00:00 +1000,0.0,18.85,17.8,
Sutherland (NSW),2014-04-06 21:00:00 +1000,0.0,18.373,17.4,
Sutherland (NSW),2014-04-06 22:00:00 +1000,0.0,18.105,16.6,
Sutherland (NSW),2014-04-06 23:00:00 +1000,0.0,17.521,15.8,
Sutherland (NSW),2014-04-07 01:00:00 +1000,0.0,17.138,14.7,
Sutherland (NSW),2014-04-07 02:00:00 +1000,0.0,16.57,14.2,
Sutherland (NSW),2014-04-07 03:00:00 +1000,0.0,15.85,14.5,
Sutherland (NSW),2014-04-07 04:00:00 +1000,0.0,16.143,15.4,
Sutherland (NSW),2014-04-07 05:00:00 +1000,0.0,16.296,14.7,
Sutherland (NSW),2014-04-07 06:00:00 +1000,0.0,16.778,13.8,
Sutherland (NSW),2014-04-07 07:00:00 +1000,12.097,16.326,15.9,0.01
Sutherland (NSW),2014-04-07 08:00:00 +1000,38.625,15.821,18.6,0.127
Sutherland (NSW),2014-04-07 09:00:00 +1000,221.63,16.648,19.6,1.051
Sutherland (NSW),2014-04-07 10:00:00 +1000,335.399,19.115,20.6,1.663
Sutherland (NSW),2014-04-07 11:00:00 +1000,562.351,19.532,18.2,2.733
Sutherland (NSW),2014-04-07 12:00:00 +1000,402.569,19.676,18.8,1.996
Sutherland (NSW),2014-04-07 13:00:00 +1000,334.199,19.017,18.8,1.304
Sutherland (NSW),2014-04-07 14:00:00 +1000,301.0,19.331,18.3,1.584
Sutherland (NSW),2014-04-07 15:00:00 +1000,85.227,19.433,19.6,1.932
Sutherland (NSW),2014-04-07 16:00:00 +1000,156.934,19.24,19.0,0.756
Sutherland (NSW),2014-04-07 17:00:00 +1000,45.929,19.432,18.0,0.169
Sutherland (NSW),2014-04-07 18:00:00 +1000,2.224,19.207,17.5,0.105
Sutherland (NSW),2014-04-07 19:00:00 +1000,0.0,18.361,17.7,
Sutherland (NSW),2014-04-07 20:00:00 +1000,0.0,18.116,16.4,
Sutherland (NSW),2014-04-07 21:00:00 +1000,0.0,18.093,16.1,
Sutherland (NSW),2014-04-07 22:00:00 +1000,0.0,17.872,16.2,
Sutherland (NSW),2014-04-07 23:00:00 +1000,0.0,18.067,16.3,
Sutherland (NSW),2014-04-08 01:00:00 +1000,0.0,17.999,16.1,
Sutherland (NSW),2014-04-08 02:00:00 +1000,0.0,18.335,16.0,
Sutherland (NSW),2014-04-08 03:00:00 +1000,0.0,18.224,16.0,
Sutherland (NSW),2014-04-08 04:00:00 +1000,0.0,18.671,16.1,
Sutherland (NSW),2014-04-08 05:00:00 +1000,0.0,18.985,15.8,
Sutherland (NSW),2014-04-08 06:00:00 +1000,0.0,18.877,16.1,
Sutherland (NSW),2014-04-08 07:00:00 +1000,6.145,19.325,17.0,0.035
Sutherland (NSW),2014-04-08 08:00:00 +1000,93.006,20.315,19.1,0.408
Sutherland (NSW),2014-04-08 09:00:00 +1000,235.344,22.285,21.5,1.143
Sutherland (NSW),2014-04-08 10:00:00 +1000,527.123,25.551,22.0,2.569
Sutherland (NSW),2014-04-08 11:00:00 +1000,611.877,30.002,22.9,2.786
Sutherland (NSW),2014-04-08 12:00:00 +1000,500.578,33.296,22.8,2.383
Sutherland (NSW),2014-04-08 13:00:00 +1000,562.387,33.651,22.2,1.7
Sutherland (NSW),2014-04-08 14:00:00 +1000,295.58,33.415,21.9,1.067
Sutherland (NSW),2014-04-08 15:00:00 +1000,403.74,33.543,21.6,1.949
Sutherland (NSW),2014-04-08 16:00:00 +1000,115.565,32.97,20.9,1.44
Sutherland (NSW),2014-04-08 17:00:00 +1000,82.732,32.527,19.4,0.401
Sutherland (NSW),2014-04-08 18:00:00 +1000,26.058,31.672,20.5,0.0
Sutherland (NSW),2014-04-08 19:00:00 +1000,0.0,30.7,18.9,0.0
Sutherland (NSW),2014-04-08 20:00:00 +1000,0.0,30.071,17.2,
Sutherland (NSW),2014-04-08 21:00:00 +1000,0.0,29.881,16.3,
Sutherland (NSW),2014-04-08 22:00:00 +1000,0.0,29.89,15.3,
Sutherland (NSW),2014-04-08 23:00:00 +1000,0.0,29.669,15.1,
Sutherland (NSW),2014-04-09 01:00:00 +1000,0.0,30.153,13.9,
Sutherland (NSW),2014-04-09 02:00:00 +1000,0.0,28.684,13.3,
Sutherland (NSW),2014-04-09 03:00:00 +1000,0.0,27.93,12.7,
Sutherland (NSW),2014-04-09 04:00:00 +1000,0.0,27.29,12.6,
Sutherland (NSW),2014-04-09 05:00:00 +1000,0.0,26.77,12.3,
Sutherland (NSW),2014-04-09 06:00:00 +1000,0.0,26.272,13.5,
Sutherland (NSW),2014-04-09 07:00:00 +1000,18.866,25.484,16.4,0.038
Sutherland (NSW),2014-04-09 08:00:00 +1000,239.993,25.351,19.0,1.231
Sutherland (NSW),2014-04-09 09:00:00 +1000,490.667,26.482,21.1,2.035
Sutherland (NSW),2014-04-09 10:00:00 +1000,641.799,28.568,21.8,3.058
Sutherland (NSW),2014-04-09 11:00:00 +1000,622.113,30.249,23.7,2.937
Sutherland (NSW),2014-04-09 12:00:00 +1000,595.69,31.162,23.6,1.448
Sutherland (NSW),2014-04-09 13:00:00 +1000,536.053,31.177,23.6,2.26
Sutherland (NSW),2014-04-09 14:00:00 +1000,455.6,30.943,23.0,2.69
Sutherland (NSW),2014-04-09 15:00:00 +1000,250.087,30.457,22.0,1.22
Sutherland (NSW),2014-04-09 16:00:00 +1000,200.88,29.811,22.1,0.958
Sutherland (NSW),2014-04-09 17:00:00 +1000,86.358,29.264,20.6,0.409
Sutherland (NSW),2014-04-09 18:00:00 +1000,43.153,28.693,20.1,0.0
Sutherland (NSW),2014-04-09 19:00:00 +1000,0.0,27.719,19.6,0.0
Sutherland (NSW),2014-04-09 20:00:00 +1000,0.0,27.379,19.1,
Sutherland (NSW),2014-04-09 21:00:00 +1000,0.0,27.303,18.4,
Sutherland (NSW),2014-04-09 22:00:00 +1000,0.0,26.823,18.0,
Sutherland (NSW),2014-04-09 23:00:00 +1000,0.0,26.679,17.4,
Sutherland (NSW),2014-04-10 01:00:00 +1000,0.0,25.777,16.6,
Sutherland (NSW),2014-04-10 02:00:00 +1000,0.0,25.276,17.0,
Sutherland (NSW),2014-04-10 03:00:00 +1000,0.0,25.361,16.7,
Sutherland (NSW),2014-04-10 04:00:00 +1000,0.0,25.792,16.7,
Sutherland (NSW),2014-04-10 05:00:00 +1000,0.0,25.902,16.6,
Sutherland (NSW),2014-04-10 06:00:00 +1000,0.0,25.932,16.7,
Sutherland (NSW),2014-04-10 07:00:00 +1000,6.351,25.852,17.6,0.001
Sutherland (NSW),2014-04-10 08:00:00 +1000,38.284,25.949,18.8,0.113
Sutherland (NSW),2014-04-10 09:00:00 +1000,73.287,26.275,19.4,0.359
Sutherland (NSW),2014-04-10 10:00:00 +1000,72.156,26.764,20.1,0.284
Sutherland (NSW),2014-04-10 11:00:00 +1000,186.614,27.059,19.4,0.895
Sutherland (NSW),2014-04-10 12:00:00 +1000,160.111,27.893,19.3,0.674
Sutherland (NSW),2014-04-10 13:00:00 +1000,165.903,28.057,19.5,0.773
Sutherland (NSW),2014-04-10 14:00:00 +1000,165.755,28.181,19.6,0.783
Sutherland (NSW),2014-04-10 15:00:00 +1000,144.448,28.399,19.4,0.673
Sutherland (NSW),2014-04-10 16:00:00 +1000,79.788,28.587,19.4,0.333
Sutherland (NSW),2014-04-10 17:00:00 +1000,48.89,28.158,19.1,0.182
Sutherland (NSW),2014-04-10 18:00:00 +1000,0.136,27.747,18.9,0.028
Sutherland (NSW),2014-04-10 19:00:00 +1000,0.0,27.299,18.7,
Sutherland (NSW),2014-04-10 20:00:00 +1000,0.0,27.138,18.8,
Sutherland (NSW),2014-04-10 21:00:00 +1000,0.0,26.988,18.5,
Sutherland (NSW),2014-04-10 22:00:00 +1000,0.0,27.082,18.5,
Sutherland (NSW),2014-04-10 23:00:00 +1000,0.0,27.06,18.4,
Sutherland (NSW),2014-04-11 01:00:00 +1000,0.0,26.898,18.2,
Sutherland (NSW),2014-04-11 02:00:00 +1000,0.0,27.081,18.1,
Sutherland (NSW),2014-04-11 03:00:00 +1000,0.0,28.243,17.9,
Sutherland (NSW),2014-04-11 04:00:00 +1000,0.0,29.26,17.8,
Sutherland (NSW),2014-04-11 05:00:00 +1000,0.0,29.169,17.9,
Sutherland (NSW),2014-04-11 06:00:00 +1000,0.0,29.156,18.4,
Sutherland (NSW),2014-04-11 07:00:00 +1000,30.763,29.146,19.5,0.099
Sutherland (NSW),2014-04-11 08:00:00 +1000,159.074,29.517,21.1,1.216
Sutherland (NSW),2014-04-11 09:00:00 +1000,221.539,30.047,23.0,0.887
Sutherland (NSW),2014-04-11 10:00:00 +1000,574.855,31.221,24.8,2.224
Sutherland (NSW),2014-04-11 11:00:00 +1000,347.447,34.93,25.3,1.683
Sutherland (NSW),2014-04-11 12:00:00 +1000,293.344,41.033,25.4,2.351
Sutherland (NSW),2014-04-11 13:00:00 +1000,344.414,42.151,24.9,1.623
Sutherland (NSW),2014-04-11 14:00:00 +1000,453.101,38.514,24.0,2.158
Sutherland (NSW),2014-04-11 15:00:00 +1000,210.579,37.176,22.0,0.568
Sutherland (NSW),2014-04-11 16:00:00 +1000,95.947,34.585,23.3,0.411
Sutherland (NSW),2014-04-11 17:00:00 +1000,62.651,30.728,21.8,0.248
Sutherland (NSW),2014-04-11 18:00:00 +1000,1.403,28.976,19.2,0.0
Sutherland (NSW),2014-04-11 19:00:00 +1000,0.0,27.493,18.9,
Sutherland (NSW),2014-04-11 20:00:00 +1000,0.0,26.3,18.8,
Sutherland (NSW),2014-04-11 21:00:00 +1000,0.0,26.029,18.9,
Sutherland (NSW),2014-04-11 22:00:00 +1000,0.0,25.659,18.1,
Sutherland (NSW),2014-04-11 23:00:00 +1000,0.0,25.388,18.0,
Sutherland (NSW),2014-04-12 01:00:00 +1000,0.0,27.556,17.7,
Sutherland (NSW),2014-04-12 02:00:00 +1000,0.0,27.56,17.3,
Sutherland (NSW),2014-04-12 03:00:00 +1000,0.0,27.019,16.8,
Sutherland (NSW),2014-04-12 04:00:00 +1000,0.0,27.443,16.8,
Sutherland (NSW),2014-04-12 05:00:00 +1000,0.0,27.67,17.1,
Sutherland (NSW),2014-04-12 06:00:00 +1000,0.0,27.925,17.6,
Sutherland (NSW),2014-04-12 07:00:00 +1000,16.827,37.68,18.7,0.009
Sutherland (NSW),2014-04-12 08:00:00 +1000,186.148,34.799,19.6,0.331
Sutherland (NSW),2014-04-12 09:00:00 +1000,90.422,32.15,20.6,0.388
Sutherland (NSW),2014-04-12 10:00:00 +1000,279.135,28.612,21.3,2.026
Sutherland (NSW),2014-04-12 11:00:00 +1000,300.218,27.327,21.5,1.205
Sutherland (NSW),2014-04-12 12:00:00 +1000,397.719,27.408,21.7,1.924
Sutherland (NSW),2014-04-12 13:00:00 +1000,406.573,27.053,20.7,1.5
Sutherland (NSW),2014-04-12 14:00:00 +1000,162.425,26.33,20.5,0.766
Sutherland (NSW),2014-04-12 15:00:00 +1000,234.171,26.139,20.2,1.161
Sutherland (NSW),2014-04-12 16:00:00 +1000,216.722,26.067,18.6,1.042
Sutherland (NSW),2014-04-12 17:00:00 +1000,23.948,25.214,17.9,0.065
Sutherland (NSW),2014-04-12 18:00:00 +1000,1.294,24.717,18.0,0.0
Sutherland (NSW),2014-04-12 19:00:00 +1000,0.0,24.4,17.9,
Sutherland (NSW),2014-04-12 20:00:00 +1000,0.0,24.268,17.7,
Sutherland (NSW),2014-04-12 21:00:00 +1000,0.0,23.916,17.4,
Sutherland (NSW),2014-04-12 22:00:00 +1000,0.0,23.589,16.9,
Sutherland (NSW),2014-04-12 23:00:00 +1000,0.0,23.727,16.6,
Sutherland (NSW),2014-04-13 01:00:00 +1000,0.0,22.453,16.1,
Sutherland (NSW),2014-04-13 02:00:00 +1000,0.0,22.405,15.8,
Sutherland (NSW),2014-04-13 03:00:00 +1000,0.0,22.428,15.4,
Sutherland (NSW),2014-04-13 04:00:00 +1000,0.0,22.168,14.5,
Sutherland (NSW),2014-04-13 05:00:00 +1000,0.0,21.937,14.5,
Sutherland (NSW),2014-04-13 06:00:00 +1000,0.0,21.906,15.0,
Sutherland (NSW),2014-04-13 07:00:00 +1000,12.23,21.913,16.4,0.013
Sutherland (NSW),2014-04-13 08:00:00 +1000,110.078,23.091,18.1,0.228
Sutherland (NSW),2014-04-13 09:00:00 +1000,216.033,23.562,19.5,1.043
Sutherland (NSW),2014-04-13 10:00:00 +1000,172.039,24.377,21.0,0.915
Sutherland (NSW),2014-04-13 11:00:00 +1000,362.471,25.607,20.8,1.792
Sutherland (NSW),2014-04-13 12:00:00 +1000,318.411,26.195,21.5,1.561
Sutherland (NSW),2014-04-13 13:00:00 +1000,286.262,27.496,21.2,1.413
Sutherland (NSW),2014-04-13 14:00:00 +1000,137.855,27.937,20.4,1.177
Sutherland (NSW),2014-04-13 15:00:00 +1000,290.316,27.978,19.8,1.442
Sutherland (NSW),2014-04-13 16:00:00 +1000,150.362,29.224,19.3,0.711
Sutherland (NSW),2014-04-13 17:00:00 +1000,104.183,28.709,18.3,0.554
Sutherland (NSW),2014-04-13 18:00:00 +1000,2.357,27.85,17.1,0.083
Sutherland (NSW),2014-04-13 19:00:00 +1000,0.0,27.045,16.5,
Sutherland (NSW),2014-04-13 20:00:00 +1000,0.0,26.541,15.6,
Sutherland (NSW),2014-04-13 21:00:00 +1000,0.0,26.104,15.8,
Sutherland (NSW),2014-04-13 22:00:00 +1000,0.0,26.648,14.2,
Sutherland (NSW),2014-04-13 23:00:00 +1000,0.0,26.648,13.6,
Sutherland (NSW),2014-04-14 01:00:00 +1000,0.0,25.683,12.9,
Sutherland (NSW),2014-04-14 02:00:00 +1000,0.0,24.142,12.5,
Sutherland (NSW),2014-04-14 03:00:00 +1000,0.0,22.78,11.8,
Sutherland (NSW),2014-04-14 04:00:00 +1000,0.0,22.609,11.6,
Sutherland (NSW),2014-04-14 05:00:00 +1000,0.0,22.52,11.1,
Sutherland (NSW),2014-04-14 06:00:00 +1000,0.0,22.434,11.4,
Sutherland (NSW),2014-04-14 07:00:00 +1000,25.026,22.654,12.9,0.067
Sutherland (NSW),2014-04-14 08:00:00 +1000,88.118,24.991,15.6,0.381
Sutherland (NSW),2014-04-14 09:00:00 +1000,221.609,25.425,18.3,1.075
Sutherland (NSW),2014-04-14 10:00:00 +1000,308.487,23.599,19.1,2.074
Sutherland (NSW),2014-04-14 11:00:00 +1000,355.629,23.658,19.6,1.733
Sutherland (NSW),2014-04-14 12:00:00 +1000,494.268,24.307,19.1,2.561
Sutherland (NSW),2014-04-14 13:00:00 +1000,317.257,24.142,19.1,1.575
Sutherland (NSW),2014-04-14 14:00:00 +1000,423.354,23.914,19.3,2.097
Sutherland (NSW),2014-04-14 15:00:00 +1000,311.919,23.362,18.2,1.793
Sutherland (NSW),2014-04-14 16:00:00 +1000,234.671,23.426,17.7,1.157
Sutherland (NSW),2014-04-14 17:00:00 +1000,56.013,23.309,17.1,0.213
Sutherland (NSW),2014-04-14 18:00:00 +1000,1.685,22.67,16.3,0.0
Sutherland (NSW),2014-04-14 19:00:00 +1000,0.0,22.184,16.2,
Sutherland (NSW),2014-04-14 20:00:00 +1000,0.0,21.471,16.0,
Sutherland (NSW),2014-04-14 21:00:00 +1000,0.0,21.319,15.5,
Sutherland (NSW),2014-04-14 22:00:00 +1000,0.0,21.271,15.2,
Sutherland (NSW),2014-04-14 23:00:00 +1000,0.0,21.249,14.6,
Sutherland (NSW),2014-04-15 01:00:00 +1000,0.0,20.899,13.2,
Sutherland (NSW),2014-04-15 02:00:00 +1000,0.0,20.805,12.5,
Sutherland (NSW),2014-04-15 03:00:00 +1000,0.0,19.707,12.0,
Sutherland (NSW),2014-04-15 04:00:00 +1000,0.0,18.982,12.0,
Sutherland (NSW),2014-04-15 05:00:00 +1000,0.0,19.149,11.8,
Sutherland (NSW),2014-04-15 06:00:00 +1000,0.0,19.774,12.1,
Sutherland (NSW),2014-04-15 07:00:00 +1000,14.123,18.742,15.0,0.015
Sutherland (NSW),2014-04-15 08:00:00 +1000,263.435,18.644,16.9,0.822
Sutherland (NSW),2014-04-15 09:00:00 +1000,415.74,19.93,19.4,2.062
Sutherland (NSW),2014-04-15 10:00:00 +1000,412.614,21.627,20.5,2.017
Sutherland (NSW),2014-04-15 11:00:00 +1000,319.868,23.463,22.1,1.583
