Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Sutherland (NSW),2013-01-04 06:00:00 +1000,19.806,17.667,15.8,0.11
Sutherland (NSW),2013-01-04 07:00:00 +1000,186.671,19.218,17.8,1.03
Sutherland (NSW),2013-01-04 08:00:00 +1000,406.464,22.014,20.6,2.09
Sutherland (NSW),2013-01-04 09:00:00 +1000,641.06,23.987,22.7,2.84
Sutherland (NSW),2013-01-04 10:00:00 +1000,796.447,26.018,24.3,3.85
Sutherland (NSW),2013-01-04 11:00:00 +1000,894.053,27.974,27.0,4.22
Sutherland (NSW),2013-01-04 12:00:00 +1000,950.64,28.319,29.1,4.48
Sutherland (NSW),2013-01-04 13:00:00 +1000,936.159,27.343,30.8,4.43
Sutherland (NSW),2013-01-04 14:00:00 +1000,854.48,26.612,31.2,4.24
Sutherland (NSW),2013-01-04 15:00:00 +1000,707.503,26.613,28.5,2.81
Sutherland (NSW),2013-01-04 16:00:00 +1000,590.094,26.78,28.2,2.63
Sutherland (NSW),2013-01-04 17:00:00 +1000,267.245,26.384,27.6,1.38
Sutherland (NSW),2013-01-04 18:00:00 +1000,34.596,24.865,27.3,0.14
Sutherland (NSW),2013-01-04 19:00:00 +1000,19.914,23.271,25.1,0.04
Sutherland (NSW),2013-01-04 20:00:00 +1000,0.0,22.282,23.6,0.0
Sutherland (NSW),2013-01-04 21:00:00 +1000,0.0,21.709,22.3,
Sutherland (NSW),2013-01-04 22:00:00 +1000,0.0,21.392,21.6,
Sutherland (NSW),2013-01-05 00:00:00 +1000,0.0,20.708,20.0,
Sutherland (NSW),2013-01-05 01:00:00 +1000,0.0,20.131,19.9,
Sutherland (NSW),2013-01-05 02:00:00 +1000,0.0,19.744,19.6,
Sutherland (NSW),2013-01-05 03:00:00 +1000,0.0,19.455,18.8,
Sutherland (NSW),2013-01-05 04:00:00 +1000,0.0,19.387,18.5,
Sutherland (NSW),2013-01-05 05:00:00 +1000,0.184,19.078,18.0,0.0
Sutherland (NSW),2013-01-05 06:00:00 +1000,32.286,19.005,16.7,0.09
Sutherland (NSW),2013-01-05 07:00:00 +1000,184.609,20.24,19.7,1.02
Sutherland (NSW),2013-01-05 08:00:00 +1000,431.111,22.943,22.1,2.22
Sutherland (NSW),2013-01-05 09:00:00 +1000,644.549,25.28,23.5,2.85
Sutherland (NSW),2013-01-05 10:00:00 +1000,799.053,27.376,26.2,3.87
Sutherland (NSW),2013-01-05 11:00:00 +1000,906.889,28.045,28.6,4.28
Sutherland (NSW),2013-01-05 12:00:00 +1000,939.892,28.324,31.5,4.48
Sutherland (NSW),2013-01-05 13:00:00 +1000,928.183,29.196,32.6,4.34
Sutherland (NSW),2013-01-05 14:00:00 +1000,844.863,29.71,33.6,4.0
Sutherland (NSW),2013-01-05 15:00:00 +1000,708.52,30.079,33.8,3.47
Sutherland (NSW),2013-01-05 16:00:00 +1000,511.441,29.597,33.2,2.6
Sutherland (NSW),2013-01-05 17:00:00 +1000,270.634,28.147,31.7,1.39
Sutherland (NSW),2013-01-05 18:00:00 +1000,76.497,26.686,29.5,0.14
Sutherland (NSW),2013-01-05 19:00:00 +1000,30.121,25.138,27.9,0.08
Sutherland (NSW),2013-01-05 20:00:00 +1000,0.0,23.762,25.6,0.0
Sutherland (NSW),2013-01-05 21:00:00 +1000,0.0,22.95,24.1,
Sutherland (NSW),2013-01-05 22:00:00 +1000,0.0,22.435,23.4,
Sutherland (NSW),2013-01-06 00:00:00 +1000,0.402,21.671,22.1,
Sutherland (NSW),2013-01-06 01:00:00 +1000,0.0,21.228,21.7,
Sutherland (NSW),2013-01-06 02:00:00 +1000,0.0,20.959,21.3,
Sutherland (NSW),2013-01-06 03:00:00 +1000,0.0,20.715,20.9,
Sutherland (NSW),2013-01-06 04:00:00 +1000,0.0,20.463,20.6,
Sutherland (NSW),2013-01-06 05:00:00 +1000,0.172,20.151,20.5,
Sutherland (NSW),2013-01-06 06:00:00 +1000,34.96,20.145,20.1,0.11
Sutherland (NSW),2013-01-06 07:00:00 +1000,179.987,21.056,21.6,0.98
Sutherland (NSW),2013-01-06 08:00:00 +1000,223.322,23.189,24.1,0.79
Sutherland (NSW),2013-01-06 09:00:00 +1000,594.52,24.566,25.8,2.15
Sutherland (NSW),2013-01-06 10:00:00 +1000,810.783,26.425,26.6,3.86
Sutherland (NSW),2013-01-06 11:00:00 +1000,900.375,27.444,28.4,4.22
Sutherland (NSW),2013-01-06 12:00:00 +1000,947.417,28.089,29.5,4.42
Sutherland (NSW),2013-01-06 13:00:00 +1000,928.16,28.575,30.0,4.35
Sutherland (NSW),2013-01-06 14:00:00 +1000,884.687,28.267,30.2,4.05
Sutherland (NSW),2013-01-06 15:00:00 +1000,765.82,28.08,29.5,3.7
Sutherland (NSW),2013-01-06 16:00:00 +1000,512.364,27.164,28.9,2.6
